City,Lat,Lng,Max Temp,Humidity,Cloud Cover,Wind Speed,Country
Petropavlovsk-Kamchatskiy,53.0452,158.6483,54.19,82,75,2.24,RU
Panama City,8.9936,-79.5197,85.17,81,40,3.44,PA
Kailua,21.4022,-157.7394,78.78,79,75,11.5,US
Palmares do Sul,-30.2578,-50.5097,70.97,67,0,8.34,BR
Katherine,-14.4667,132.2667,70.12,52,6,11.5,AU
Manado,1.487,124.8455,77.77,94,40,1.14,ID
La Plata,-34.9215,-57.9545,65.01,93,100,7.07,AR
Tegul'det,57.3064,88.1667,57.11,83,92,2.13,RU
Amudat,1.95,34.95,77.0,53,100,1.32,UG
São Félix do Xingu,-6.6447,-51.995,92.21,31,73,6.44,BR
Mongu,-15.2484,23.1274,82.36,14,0,10.69,ZM
Kytmanovo,53.4593,85.4479,61.68,74,47,4.59,RU
Yinchuan,38.4681,106.2731,80.15,31,100,9.19,CN
Macedo de Cavaleiros,41.5382,-6.9611,89.8,24,0,3.62,PT
Garoowe,8.4054,48.4845,88.0,26,100,20.76,SO
Linguère,15.3953,-15.1193,92.66,48,35,7.36,SN
Andenes,69.3143,16.1194,54.93,94,75,19.57,NO
Wapakoneta,40.5678,-84.1936,72.79,74,40,1.99,US
Banes,20.9625,-75.7186,86.25,69,40,17.54,CU
High Prairie,55.4334,-116.4858,62.67,66,10,2.35,CA
Broome,42.2506,-75.833,72.46,64,100,5.99,US
Port Keats,-14.25,129.55,74.61,43,100,10.87,AU
Óbidos,-1.9175,-55.5181,88.88,54,85,5.5,BR
Isla Vista,34.4133,-119.861,76.35,67,100,5.75,US
Ndioum,16.5129,-14.6471,94.32,43,6,4.81,SN
Krasnosel'kup,65.7,82.4667,58.1,64,1,0.36,RU
Pringsewu,-5.3582,104.9744,74.14,97,88,1.7,ID
Haines Junction,60.7522,-137.5108,62.55,63,85,5.75,CA
Tautira,-17.7333,-149.15,72.7,84,100,1.23,PF
São José da Coroa Grande,-8.8978,-35.1478,78.26,74,70,9.19,BR
Senanga,-16.1167,23.2667,82.2,15,0,10.29,ZM
Balkhash,46.844,74.9804,84.81,20,0,11.18,KZ
Kodino,63.7198,39.6447,70.99,57,98,5.03,RU
Tombouctou,20.0,-3.0,110.14,6,87,20.2,ML
Navalmoral de la Mata,39.8916,-5.5406,99.95,13,0,12.26,ES
Dogondoutchi,13.6393,4.0287,95.86,40,99,14.45,NE
Licheng,23.2955,113.8284,84.56,66,47,4.68,CN
Manokwari,-0.8667,134.0833,78.67,73,74,5.46,ID
Rocha,-34.4833,-54.3333,65.52,88,100,10.31,UY
Khāsh,28.2211,61.2158,78.21,65,88,11.5,IR
Nagornyy,52.7959,83.5498,66.4,60,15,6.4,RU
Kattivākkam,13.2167,80.3167,85.06,78,100,6.76,IN
Preobrazheniye,42.9019,133.9064,68.54,93,100,5.32,RU
Auki,-8.7676,160.7034,76.24,89,28,4.23,SB
Singaraja,-8.112,115.0882,77.49,80,81,5.01,ID
Vallenar,-28.5708,-70.7581,62.49,50,0,3.24,CL
Porto-Novo,6.4965,2.6036,80.42,80,99,11.86,BJ
Puerto Peñasco,31.3167,-113.5333,85.91,79,86,15.99,MX
Pomabamba,-8.8333,-77.4667,51.73,74,96,6.2,PE
Mukhen,48.1,136.1,66.34,97,80,1.54,RU
Harper,4.375,-7.7169,77.0,79,99,9.08,LR
Oranjemund,-28.55,16.4333,57.18,75,3,14.07,NA
Ajdabiya,30.7554,20.2263,88.45,42,0,20.96,LY
Barra de Tecoanapa,16.5167,-98.75,81.54,69,95,0.54,MX
Muros,42.7762,-9.0603,80.69,54,0,15.99,ES
Inuvik,68.3499,-133.7218,66.96,59,75,4.61,CA
Omboué,-1.5746,9.2618,78.3,66,58,11.59,GA
Synya,65.3718,58.0387,59.88,57,99,3.98,RU
Nelson Bay,-32.7167,152.15,53.1,68,62,17.0,AU
Ponte de Sôr,39.2496,-8.0101,91.67,23,0,17.05,PT
Kathmandu,27.7167,85.3167,70.02,100,75,4.61,NP
Nouadhibou,20.931,-17.0347,85.98,70,96,12.66,MR
Gonzaga,44.9498,10.8209,98.46,40,1,7.11,IT
Songea,-10.6833,35.65,68.09,52,76,4.54,TZ
Sayyan,15.1718,44.3244,66.22,58,99,0.98,YE
Qaqortoq,60.7167,-46.0333,46.08,88,99,4.85,GL
Guadalupe Victoria,32.2869,-115.105,91.94,45,44,10.63,MX
Port-Gentil,-0.7193,8.7815,78.76,73,100,12.66,GA
Assiniboia,49.6334,-105.9845,58.82,82,40,8.05,CA
Lubango,-14.9172,13.4925,75.74,17,6,5.95,AO
Ust-Maya,60.4167,134.5333,58.66,73,11,1.07,RU
Alta Floresta,-9.8756,-56.0861,93.02,31,0,10.36,BR
Gachsaran,30.3586,50.7981,102.29,9,0,11.5,IR
Bukachacha,52.9833,116.9167,64.71,97,100,8.08,RU
Cayenne,4.9333,-52.3333,89.64,1,20,4.61,GF
Krasnoarmeysk,51.0239,45.6969,76.59,59,64,2.01,RU
Matara,5.9485,80.5353,76.51,93,100,7.0,LK
Tiznit Province,29.5833,-9.5,104.14,11,0,14.85,MA
Hays,30.0502,-98.0336,85.68,70,19,1.01,US
Agua Dulce,18.1333,-94.1333,74.98,75,48,3.27,MX
Conakry,9.538,-13.6773,80.67,83,75,9.22,GN
El Salvador,13.8333,-88.9167,77.05,79,82,1.81,SV
Mackay,-21.15,149.2,56.68,85,0,4.14,AU
Igarka,67.4667,86.5833,58.32,72,79,5.08,RU
Mollendo,-17.0231,-72.0147,62.22,75,97,10.13,PE
Balakirevo,56.5059,38.8432,75.0,67,98,4.9,RU
Gambēla,8.25,34.5833,81.0,71,100,4.16,ET
Tessalit,20.1986,1.0114,106.45,5,4,4.63,ML
Qaryat Sulūq,31.6682,20.2521,93.6,28,0,19.53,LY
Tromsø,69.6496,18.957,59.02,77,75,13.8,NO
Kwang Binh,17.4833,106.6,80.73,80,7,7.96,VN
Verkhnevilyuysk,63.4453,120.3167,69.96,77,12,5.75,RU
Torbay,47.6666,-52.7314,79.57,74,40,26.46,CA
Kahului,20.8947,-156.47,76.84,84,0,11.5,US
Malokaterynivka,47.6525,35.2539,78.51,41,96,7.52,UA
Basco,20.4487,121.9702,85.82,73,29,7.76,PH
Ōmagari,39.45,140.4833,70.88,94,0,1.36,JP
Alugan,12.2188,125.4808,80.55,85,95,4.18,PH
Río Gallegos,-51.6226,-69.2181,23.05,93,0,5.75,AR
Bathsheba,13.2167,-59.5167,85.05,84,40,13.8,BB
Coahuayana Viejo,18.7333,-103.6833,81.05,81,31,3.78,MX
Raudeberg,61.9875,5.1352,52.47,88,100,23.09,NO
Nantucket,41.2835,-70.0995,82.51,70,0,0.0,US
Saint-Pierre,-21.3393,55.4781,73.08,72,100,9.22,RE
Rawlins,41.7911,-107.2387,66.09,45,0,4.61,US
Algarrobo,10.1869,-74.5753,79.09,82,100,7.72,CO
Kulhudhuffushi,6.6221,73.07,81.57,80,31,16.73,MV
Sur,22.5667,59.5289,84.51,72,88,3.15,OM
Ucluelet,48.9329,-125.5528,62.91,67,1,3.62,CA
Miyako,39.6367,141.9525,71.73,96,21,2.73,JP
Teknāf,20.8624,92.3058,81.72,77,100,2.64,BD
Moose Factory,51.2585,-80.6094,53.6,87,100,8.05,CA
Lusambo,-4.9667,23.45,98.94,16,60,4.12,CD
Wick,58.4333,-3.0833,59.05,67,40,19.57,GB
Camacha,33.0833,-16.3333,74.62,69,20,17.27,PT
Catió,11.2833,-15.25,82.63,73,53,10.89,GW
Altamira,-3.2033,-52.2064,91.15,45,79,3.22,BR
Upington,-28.4478,21.2561,80.98,22,0,12.66,ZA
Pleasanton,37.6624,-121.8747,62.11,85,100,5.75,US
Zlobin,45.2924,14.6541,76.3,55,0,8.05,HR
Mufulira,-12.5498,28.2407,75.67,28,0,6.04,ZM
Hailar,49.2,119.7,67.01,88,100,12.75,CN
La Asuncion,11.0333,-63.8628,83.93,74,59,9.22,VE
Viranşehir,37.2353,39.7631,99.66,8,0,11.07,TR
Shakiso,5.75,38.9167,66.92,62,95,1.95,ET
Shahrud,36.4182,54.9763,81.09,47,2,16.37,IR
Carolina,18.3808,-65.9574,89.73,72,40,19.57,PR
Al Bardīyah,31.7561,25.0865,85.57,54,0,15.52,LY
Tortolì,39.9256,9.6572,94.82,63,0,5.75,IT
Fort Frances,48.5999,-93.4003,65.16,68,75,5.75,CA
Nuevo Progreso,23.1667,-97.95,85.53,78,43,1.01,MX
Wad Medani,14.4012,33.5199,97.16,28,97,8.81,SD
Cooma,-36.2333,149.1333,37.2,82,53,9.73,AU
Poum,-20.2333,164.0167,73.9,69,66,10.0,NC
Kūhdasht,33.535,47.6061,95.85,6,0,5.19,IR
Ancud,-41.8697,-73.8203,51.22,88,100,8.97,CL
Ciudad Bolivar,8.1222,-63.5497,85.55,55,91,7.72,VE
Copiapó,-27.3667,-70.3333,49.69,46,0,6.2,CL
Concarneau,47.875,-3.9225,74.82,51,21,14.38,FR
Flin Flon,54.7682,-101.865,60.64,72,100,6.91,CA
Morón,-34.6534,-58.6198,68.81,86,100,5.28,AR
Weligama,5.9667,80.4167,77.07,92,100,6.55,LK
Madhupur,24.25,86.65,83.89,67,100,12.15,IN
Khartoum,15.5518,32.5324,103.01,26,99,1.01,SD
Lavumisa,-27.31,31.892,67.33,42,0,4.52,SZ
Custódia,-8.0875,-37.6431,84.09,39,41,14.0,BR
Pleshanovo,52.8333,53.4833,77.31,60,99,6.6,RU
Kasama,-10.2129,31.1808,73.78,34,84,10.02,ZM
Wanlaweyn,2.6185,44.8938,80.71,59,41,23.26,SO
Suntar,62.1444,117.6319,73.09,77,0,5.1,RU
Kutum,14.2,24.6667,90.46,26,100,11.43,SD
Pemba,-12.974,40.5178,77.7,78,20,16.11,MZ
Laguna,38.421,-121.4238,74.08,75,0,6.91,US
Mount Gambier,-37.8333,140.7667,50.77,89,36,8.63,AU
Hervey Bay,-25.2986,152.8535,61.09,72,0,12.95,AU
Ayagoz,47.9714,80.4392,72.37,26,88,11.74,KZ
Capinota,-17.7167,-66.2333,69.26,42,44,4.12,BO
Tabas,33.5959,56.9244,103.42,19,88,11.34,IR
Yangambi,0.8102,24.4336,72.99,94,100,1.86,CD
Georgiyevka,43.0369,74.7114,91.44,27,0,6.71,KZ
